,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
386,kavaratti,0,IN,1580230024,63,81.07,10.57,72.64,4.68
387,kloulklubed,40,PW,1580230024,94,75.2,7.04,134.26,8.66
388,inirida,12,CO,1580230024,39,98.56,3.87,-67.92,2.17
389,olafsvik,23,IS,1580230024,62,32.34,64.89,-23.71,9.62
390,kalabo,41,ZM,1580230025,63,76.14,-14.97,22.68,2.93
391,sann,1,PK,1580230025,51,62.6,26.04,68.14,4.7
392,carbonia,20,IT,1580230025,72,61.0,39.17,8.52,13.87
393,nabire,98,ID,1580230025,98,72.54,-3.37,135.48,2.51
394,grand gaube,75,MU,1580230025,69,77.0,-20.01,57.66,8.03
395,bullhead city,1,US,1580230025,37,57.2,35.15,-114.57,10.6
396,isabela,63,PH,1580230025,96,72.95,6.71,121.97,3.47
397,cairns,90,AU,1580229755,100,78.01,-16.92,145.77,8.05
398,pergamino,22,AR,1580230026,40,88.0,-33.89,-60.57,1.99
399,paita,40,PE,1580230026,100,62.6,-5.09,-81.11,12.75
400,shar,95,KZ,1580230026,73,24.64,49.59,81.05,26.49
401,mairipora,41,BR,1580230026,46,89.6,-23.32,-46.59,4.7
402,abha,40,SA,1580230026,82,59.0,18.22,42.51,8.05
403,erzin,75,TR,1580230026,71,53.6,36.96,36.2,4.7
404,richards bay,82,ZA,1580230027,77,75.69,-28.78,32.04,18.19
405,labuhan,51,ID,1580230027,89,76.93,-6.88,112.21,1.81
406,vestmannaeyjar,20,IS,1580230027,74,35.6,63.44,-20.27,8.05
407,aklavik,90,CA,1580230027,67,-22.0,68.22,-135.01,8.05
408,fershampenuaz,0,RU,1580230028,86,-4.61,53.52,59.81,7.2
409,san patricio,40,MX,1580230028,64,75.2,19.22,-104.7,9.17
410,bilibino,100,RU,1580230029,96,2.82,68.05,166.44,1.59
411,cururupu,4,BR,1580230029,86,82.18,-1.83,-44.87,5.86
412,kemlya,100,RU,1580230029,94,17.73,54.7,45.24,13.09
413,fredericksburg,90,US,1580229967,56,46.99,38.3,-77.46,12.75
414,port hardy,40,CA,1580230030,93,37.4,50.7,-127.42,3.36
415,sombrerete,0,MX,1580230030,24,54.72,23.63,-103.65,2.08
416,pochinki,100,RU,1580230030,94,17.73,54.7,44.87,13.09
417,quecholac,0,MX,1580230031,48,66.99,18.95,-97.67,3.0
418,coahuayana,20,MX,1580230031,64,68.0,18.73,-103.68,4.85
419,wanning,97,CN,1580230031,93,57.34,18.8,110.4,7.85
420,san quintin,0,MX,1580229964,62,64.98,30.48,-115.95,3.04
421,qui nhon,78,VN,1580230031,91,69.62,13.77,109.23,3.06
422,minas,20,UY,1580230031,57,75.2,-34.38,-55.24,11.41
423,kijang,49,KR,1580230031,70,44.6,35.24,129.21,5.82
424,haines junction,56,CA,1580230032,91,2.66,60.75,-137.51,6.87
425,asyut,0,EG,1580229873,45,62.6,27.18,31.18,6.93
426,ilembo,99,TZ,1580230032,95,64.69,-9.25,33.38,2.91
427,merke,0,KZ,1580230032,64,20.41,42.87,73.18,2.71
428,fairview,90,US,1580229810,48,45.0,40.81,-74.0,12.75
429,hualmay,39,PE,1580230032,58,79.68,-11.1,-77.61,10.85
430,kruisfontein,0,ZA,1580230033,69,62.96,-34.0,24.73,9.35
431,qidong,89,CN,1580230033,78,42.01,31.81,121.66,9.24
432,khorixas,97,NA,1580230033,23,85.53,-20.37,14.97,16.62
433,nizhneudinsk,90,RU,1580230033,90,11.46,54.91,99.03,1.66
434,cestas,40,FR,1580230033,71,54.0,44.74,-0.68,13.87
435,akureyri,90,IS,1580230033,85,19.4,65.68,-18.09,5.82
436,okhotsk,0,RU,1580230034,63,-13.38,59.38,143.3,10.18
437,kudahuvadhoo,100,MV,1580230034,76,81.1,2.67,72.89,14.67
438,cedar city,1,US,1580229829,85,24.8,37.68,-113.06,3.22
439,shahrud,0,IR,1580230034,57,28.62,36.42,54.98,3.85
440,hailey,90,US,1580230034,100,26.6,43.52,-114.32,6.93
441,grindavik,40,IS,1580230034,74,33.8,63.84,-22.43,9.17
442,champerico,75,GT,1580230035,78,78.8,14.3,-91.92,10.76
443,severnoye,88,RU,1580230035,97,2.95,56.35,78.36,4.16
444,saryozek,20,KZ,1580230035,71,13.5,44.36,77.98,5.86
445,dingzhou,99,CN,1580230035,74,30.2,38.51,115.0,4.47
446,whitehorse,40,CA,1580229828,79,23.0,60.72,-135.05,17.22
447,lagunas,86,PE,1580230035,41,96.75,-5.23,-75.68,3.18
448,haikou,75,CN,1580229826,77,59.0,20.05,110.34,6.71
449,princeton,75,US,1580230035,69,78.01,25.54,-80.41,5.82
450,graaff-reinet,0,ZA,1580230036,13,88.0,-32.25,24.53,1.01
451,anadyr,90,RU,1580230036,84,1.4,64.75,177.48,2.24
452,krasnoselkup,99,RU,1580230036,94,-1.52,65.7,82.47,14.0
453,shubarkuduk,100,KZ,1580230036,83,8.22,49.14,56.49,6.8
454,prenzlau,87,DE,1580230036,84,44.01,53.32,13.87,5.01
455,altay,100,CN,1580230036,94,9.7,47.87,88.12,4.0
456,khani,75,GE,1580230037,34,51.8,41.96,42.96,13.87
457,hemsedal,100,NO,1580230037,80,24.01,60.86,8.55,5.79
458,goma,90,CD,1580230037,88,66.2,-1.68,29.22,6.93
459,menongue,51,AO,1580230037,90,66.18,-14.66,17.69,3.42
460,aitape,100,PG,1580230037,79,81.95,-3.14,142.35,9.98
461,whitecourt,40,CA,1580230038,92,10.4,54.15,-115.69,2.24
462,turka,100,UA,1580230038,76,37.99,49.15,23.03,8.01
463,tongliao,100,CN,1580230038,94,6.21,43.61,122.27,11.52
464,russell,1,US,1580229926,53,57.99,32.35,-85.2,4.7
465,allen,90,US,1580230038,67,34.0,41.07,-85.01,5.82
466,iranshahr,0,IR,1580230038,24,57.2,27.2,60.68,9.17
467,hammerfest,20,NO,1580229765,61,21.2,70.66,23.68,48.32
468,callaway,1,US,1580230039,62,61.0,30.15,-85.57,6.93
469,sayula,20,MX,1580230039,64,68.0,19.87,-103.62,3.87
470,corralillo,8,CU,1580230040,60,81.72,22.98,-80.59,8.48
471,mount gambier,75,AU,1580230041,100,50.0,-37.83,140.77,3.36
472,hermosillo,5,MX,1580229759,66,64.99,29.07,-110.97,5.06
473,nyurba,66,RU,1580230041,98,-8.07,63.28,118.33,4.56
474,ugoofaaru,71,MV,1580230041,71,81.86,5.67,73.0,10.58
475,high rock,20,BS,1580230041,73,73.4,26.62,-78.28,9.17
476,kalmunai,90,LK,1580230042,74,79.45,7.42,81.82,10.98
477,northam,40,GB,1580230042,81,45.0,51.03,-4.22,14.99
478,sokoni,40,TZ,1580230042,78,82.4,-6.43,39.55,10.29
479,senanga,99,ZM,1580230042,79,72.43,-16.12,23.27,4.54
480,sumbe,46,AO,1580230042,84,78.82,-11.21,13.84,6.58
481,haimen,16,CN,1580230042,66,48.2,23.19,116.61,6.71
482,yaan,33,NG,1580230042,11,87.8,7.38,8.57,5.03
483,mtwara,75,TZ,1580230043,88,77.0,-10.27,40.18,5.82
484,kribi,27,CM,1580230043,73,82.02,2.95,9.92,9.48
485,gwanda,8,ZW,1580230043,66,72.79,-20.93,29.0,8.32
486,sibolga,100,ID,1580230043,99,71.53,1.74,98.78,2.95
487,sisimiut,100,GL,1580230043,98,-2.31,66.94,-53.67,2.8
488,zhoucheng,0,CN,1580230043,65,32.83,35.91,116.31,3.47
489,havelock,1,US,1580230043,52,52.0,34.88,-76.9,13.87
490,yola,3,NG,1580230044,12,79.47,9.2,12.48,3.51
491,westport,90,US,1580229782,52,44.01,41.14,-73.36,12.75
492,lypova dolyna,78,UA,1580230044,90,31.51,50.56,33.8,6.91
493,gravdal,75,NO,1580230044,71,35.6,68.12,13.5,5.82
494,semnan,0,IR,1580230044,50,36.09,35.57,53.4,7.67
495,erenhot,100,CN,1580230044,84,15.33,43.65,111.98,2.06
496,linhares,100,BR,1580230044,73,83.19,-19.39,-40.07,8.79
497,gobabis,0,NA,1580230044,10,82.92,-22.45,18.97,11.99
498,yambio,77,SS,1580230045,20,77.54,4.57,28.4,3.29
499,tete,20,MZ,1580230045,83,82.4,-16.16,33.59,3.74
500,sistranda,85,NO,1580230045,69,37.0,63.73,8.83,11.41
501,cabedelo,20,BR,1580230045,46,93.2,-6.98,-34.83,11.41
502,akyab,0,MM,1580230045,61,68.43,20.15,92.9,11.77
503,cabatuan,43,PH,1580230045,86,73.02,10.88,122.49,4.85
504,marienburg,90,PL,1580230045,93,43.0,54.04,19.03,10.29
505,burnie,83,AU,1580230045,90,57.0,-41.07,145.92,5.01
506,lebyazhye,79,RU,1580230046,97,-4.83,55.27,66.49,9.51
507,beni suef,0,EG,1580230046,50,54.23,29.07,31.1,7.2
508,prainha,53,BR,1580230046,46,91.8,-1.8,-53.48,4.29
509,yatou,100,CN,1580230046,92,39.56,37.15,122.38,9.31
510,ippy,50,CF,1580230046,15,82.4,6.27,21.22,4.14
511,meulaboh,100,ID,1580230046,77,82.36,4.14,96.13,23.38
512,mercedes,27,AR,1580230046,43,84.99,-34.65,-59.43,8.01
513,yabrud,40,SY,1580230047,66,50.0,33.97,36.66,4.7
514,college,75,US,1580230047,74,-18.99,64.86,-147.8,3.47
515,axim,99,GH,1580230047,70,82.67,4.87,-2.24,7.23
516,raudeberg,100,NO,1580230047,59,37.4,61.99,5.14,11.41
517,rio gallegos,40,AR,1580230047,30,59.0,-51.62,-69.22,35.57
518,lesnoy,13,RU,1580230047,94,-9.45,57.62,63.08,7.23
519,bay city,90,US,1580229867,74,32.0,43.59,-83.89,6.93
520,priiskovyy,0,RU,1580230048,98,-9.18,51.93,116.63,0.27
521,acajutla,20,SV,1580230048,61,80.6,13.59,-89.83,3.36
522,sao gabriel da cachoeira,75,BR,1580230037,94,82.4,-0.13,-67.09,5.82
523,yerbogachen,100,RU,1580230048,89,9.9,61.28,108.01,6.87
524,tessalit,0,ML,1580230048,9,80.82,20.2,1.01,9.42
525,shaunavon,37,CA,1580230048,79,23.47,49.65,-108.42,10.4
526,amaigbo,35,NG,1580230049,14,86.27,5.79,7.84,1.99
527,buluang,88,PH,1580230049,96,70.9,13.31,123.34,1.45
528,alexandria,40,EG,1580229966,67,60.8,31.22,29.96,10.29
529,havre-saint-pierre,90,CA,1580229843,66,14.0,50.23,-63.6,16.11
530,cape coast,100,GH,1580230049,80,82.02,5.11,-1.25,12.82
531,mazagao,75,BR,1580230049,70,91.4,-0.12,-51.29,5.82
532,pastos bons,66,BR,1580230049,85,81.66,-6.6,-44.08,2.68
533,mattawa,75,US,1580230049,93,44.01,46.74,-119.9,11.81
534,metz,40,FR,1580230050,81,39.99,49.12,6.17,17.22
535,port macquarie,42,AU,1580230050,78,77.0,-31.43,152.92,6.93
536,morehead,90,US,1580230050,62,33.8,37.27,-87.18,2.44
537,sindor,98,RU,1580230050,97,-4.43,62.86,51.89,5.12
538,inuvik,40,CA,1580230050,67,-22.0,68.35,-133.72,2.24
539,bathsheba,75,BB,1580230050,70,84.2,13.22,-59.52,14.99
540,kamenica,90,DE,1580229887,75,41.0,50.83,12.92,19.46
541,udachnyy,100,RU,1580230051,91,3.42,66.42,112.4,12.28
